year,Company_Ticker,Company_Name,total_divs_paid
2005,TXT,Textron Inc.,1.4
2005,TYL,Tyler Technologies,0.0
2005,UAA,Under Armour (Class A),0.0
2005,UDR,"UDR, Inc.",1.1925
2005,UHS,Universal Health Services,0.32
2005,UNH,UnitedHealth Group Inc.,0.03
2005,UNM,Unum Group,0.3
2005,UNP,Union Pacific Corp,1.2
2005,UPS,United Parcel Service,1.32
2005,URI,"United Rentals, Inc.",0.0
2005,USB,U.S. Bancorp,1.23
2005,VAR,Varian Medical Systems,0.0
2005,VFC,VF Corporation,1.1
2005,VLO,Valero Energy,0.38
2005,VMC,Vulcan Materials,1.16
2005,VNO,Vornado Realty Trust,3.9
2005,VRSN,Verisign Inc.,0.0
2005,VRTX,Vertex Pharmaceuticals Inc,0.0
2005,VTR,Ventas Inc,1.44
2005,VZ,Verizon Communications,1.6
2005,WAB,Westinghouse Air Brake Technologies Corp,0.04
2005,WAT,Waters Corporation,0.0
2005,WBA,Walgreens Boots Alliance,0.235
2005,WDC,Western Digital,0.0
2005,WEC,WEC Energy Group,0.88
2005,WELL,Welltower Inc.,2.46
2005,WFC,Wells Fargo,2.0
2005,WHR,Whirlpool Corp.,1.72
2005,WM,Waste Management Inc.,2.7
2005,WMB,Williams Companies,0.25
2005,WMT,Walmart,0.6
2005,WRB,W. R. Berkley Corporation,0.15
2005,WST,West Pharmaceutical Services,0.45
2005,WY,Weyerhaeuser,1.9
2005,WYNN,Wynn Resorts Ltd,0.0
2005,XEL,Xcel Energy Inc,0.8525
2005,XLNX,Xilinx,0.26
2005,XOM,Exxon Mobil Corp.,1.14
2005,XRAY,Dentsply Sirona,0.25
2005,XRX,Xerox,0.0
2005,YUM,Yum! Brands Inc,0.43
2005,ZBH,Zimmer Biomet,0.0
2005,ZBRA,Zebra Technologies,0.0
2005,ZION,Zions Bancorp,1.44
2006,A,Agilent Technologies,0.0
2006,AAL,American Airlines Group,0.0
2006,AAP,Advance Auto Parts,0.24
2006,AAPL,Apple Inc.,0.0
2006,ABC,AmerisourceBergen,0.125
2006,ABMD,Abiomed,0.0
2006,ABT,Abbott Laboratories,0.8635
2006,ACN,Accenture,0.35
2006,ADBE,Adobe Inc.,0.0
2006,ADI,"Analog Devices, Inc.",0.6005
2006,ADM,Archer-Daniels-Midland Co,0.4
2006,ADP,Automatic Data Processing,0.785
2006,ADSK,Autodesk Inc.,0.0
2006,AEE,Ameren Corp,2.54
2006,AEP,American Electric Power,1.5
2006,AES,AES Corp,0.0
2006,AFL,Aflac,0.55
2006,AIG,American International Group,0.63
2006,AIZ,Assurant,0.38
2006,AJG,Arthur J. Gallagher & Co.,1.2
2006,AKAM,Akamai Technologies,0.0
2006,ALB,Albemarle Corporation,0.69
2006,ALGN,Align Technology,0.0
2006,ALK,Alaska Air Group,0.0
2006,ALL,Allstate Corp,1.4
2006,ALXN,Alexion Pharmaceuticals,0.0
2006,AMAT,Applied Materials Inc.,0.18
2006,AMD,Advanced Micro Devices,0.0
2006,AME,Ametek,0.24
2006,AMGN,Amgen Inc.,0.0
2006,AMP,Ameriprise Financial,0.44
2006,AMT,American Tower Corp.,0.0
2006,AMZN,Amazon.com Inc.,0.0
2006,ANSS,"ANSYS, Inc.",0.0
2006,ANTM,Anthem,0.0
2006,AON,Aon plc,0.6
2006,AOS,A.O. Smith Corp,0.66
2006,APA,Apache Corporation,0.45
2006,APD,Air Products & Chemicals,1.36
2006,APH,Amphenol Corp,0.12
2006,ARE,Alexandria Real Estate Equities,2.86
2006,ATO,Atmos Energy,1.265
2006,ATVI,Activision Blizzard,0.0
2006,AVB,AvalonBay Communities,3.12
2006,AVY,Avery Dennison Corp,1.57
2006,AXP,American Express,0.54
2006,AZO,AutoZone Inc,0.0
2006,BA,Boeing Company,1.2
2006,BAC,Bank of America Corp,2.12
2006,BAX,Baxter International Inc.,0.582
2006,BBY,Best Buy Co. Inc.,0.36
2006,BDX,Becton Dickinson,0.89
2006,BEN,Franklin Resources,0.51
2006,BF-B,Brown-Forman Corp.,1.1425
2006,BIIB,Biogen Inc.,0.0
2006,BIO,Bio-Rad Laboratories,0.0
2006,BK,The Bank of New York Mellon,0.86
2006,BKNG,Booking Holdings Inc,0.0
2006,BLK,BlackRock,1.68
2006,BLL,Ball Corp,0.4
2006,BMY,Bristol-Myers Squibb,1.12
2006,BRK.B,Berkshire Hathaway,0.0
2006,BSX,Boston Scientific,0.0
2006,BWA,BorgWarner,0.64
2006,BXP,Boston Properties,8.12
2006,C,Citigroup Inc.,1.96
2006,CAG,Conagra Brands,0.8125
2006,CAH,Cardinal Health Inc.,0.33
2006,CAT,Caterpillar Inc.,1.1
2006,CB,Chubb Limited,1.23
2006,CBRE,CBRE Group,0.0
2006,CCI,Crown Castle,0.0
2006,CCL,Carnival Corp.,1.025
2006,CDNS,Cadence Design Systems,0.0
2006,CE,Celanese,0.16
2006,CERN,Cerner,0.0
2006,CF,CF Industries Holdings Inc,0.08
2006,CHD,Church & Dwight,0.26
2006,CHRW,C. H. Robinson Worldwide,0.57
2006,CI,Cigna,0.1
2006,CINF,Cincinnati Financial,1.34
2006,CL,Colgate-Palmolive,1.25
2006,CLX,The Clorox Company,1.16
2006,CMA,Comerica Inc.,2.36
2006,CMCSA,Comcast Corp.,0.0
2006,CME,CME Group Inc.,2.52
2006,CMG,Chipotle Mexican Grill,0.0
2006,CMI,Cummins Inc.,1.32
2006,CMS,CMS Energy,0.0
2006,CNC,Centene Corporation,0.0
2006,CNP,CenterPoint Energy,0.6
2006,COF,Capital One Financial,0.1068
2006,COG,Cabot Oil & Gas,0.16
2006,COO,The Cooper Companies,0.06
2006,COP,ConocoPhillips,1.44
2006,COST,Costco Wholesale Corp.,0.505
2006,CPB,Campbell Soup,0.76
2006,CPRT,Copart Inc,0.0
2006,CRM,Salesforce.com,0.0
2006,CSCO,Cisco Systems,0.0
2006,CSX,CSX Corp.,0.46
2006,CTAS,Cintas Corporation,0.35
2006,CTSH,Cognizant Technology Solutions,0.0
2006,CTXS,Citrix Systems,0.0
2006,CVS,CVS Health,0.1548
2006,CVX,Chevron Corp.,2.01
2006,D,Dominion Energy,2.76
2006,DD,DuPont de Nemours Inc,1.48
2006,DE,Deere & Co.,1.61
2006,DGX,Quest Diagnostics,0.39
2006,DHI,D. R. Horton,0.5
2006,DHR,Danaher Corp.,0.08
2006,DIS,The Walt Disney Company,0.31
2006,DISCA,"Discovery, Inc. (Series A)",0.0
2006,DISH,Dish Network,0.0
2006,DLR,Digital Realty Trust Inc,1.0813
2006,DLTR,Dollar Tree,0.0
2006,DOV,Dover Corporation,0.71
2006,DPZ,"Domino's Pizza",0.48
2006,DRE,Duke Realty Corp,1.89
2006,DRI,Darden Restaurants,0.43
2006,DTE,DTE Energy Co.,2.075
2006,DUK,Duke Energy,1.26
2006,DVA,DaVita Inc.,0.0
2006,DVN,Devon Energy,0.45
2006,DXCM,DexCom,0.0
2006,EA,Electronic Arts,0.0
2006,EBAY,eBay Inc.,0.0
2006,ECL,Ecolab Inc.,0.415
2006,ED,Consolidated Edison,2.3
2006,EFX,Equifax Inc.,0.16
2006,EIX,"Edison Int'l",1.1
2006,EL,Estée Lauder Companies,0.5
2006,EMN,Eastman Chemical,1.77
2006,EMR,Emerson Electric Company,1.86
2006,EOG,EOG Resources,0.22
2006,EQIX,Equinix,0.0
2006,EQR,Equity Residential,1.79
2006,ES,Eversource Energy,0.725
2006,ESS,"Essex Property Trust, Inc.",3.36
2006,ETN,Eaton Corporation,1.48
2006,ETR,Entergy Corp.,2.16
2006,EW,Edwards Lifesciences,0.0
2006,EXC,Exelon Corp.,1.6
2006,EXPD,Expeditors,0.33
2006,EXPE,Expedia Group,0.0
2006,EXR,Extra Space Storage,0.91
2006,F,Ford Motor Company,0.25
2006,FAST,Fastenal Co,0.4
2006,FCX,Freeport-McMoRan Inc.,4.75
2006,FDX,FedEx Corporation,0.35
2006,FE,FirstEnergy Corp,1.8
2006,FFIV,F5 Networks,0.0
2006,FIS,Fidelity National Information Services,3.95
2006,FISV,Fiserv Inc,0.0
2006,FITB,Fifth Third Bancorp,1.58
2006,FLIR,FLIR Systems,0.0
2006,FLS,Flowserve Corporation,0.0
2006,FMC,FMC Corporation,0.72
2006,FRT,Federal Realty Investment Trust,2.46
2006,GD,General Dynamics,1.09
2006,GE,General Electric,1.03
2006,GILD,Gilead Sciences,0.0
2006,GIS,General Mills,1.38
2006,GL,Globe Life Inc.,0.48
2006,GLW,Corning Inc.,0.0
2006,GOOGL,Alphabet Inc. (Class A),0.0
2006,GPC,Genuine Parts,1.35
2006,GPN,Global Payments Inc.,0.08
2006,GPS,Gap Inc.,0.32
2006,GRMN,Garmin Ltd.,0.5
2006,GS,Goldman Sachs Group,1.3
2006,GWW,Grainger (W.W.) Inc.,1.11
2006,HAL,Halliburton Co.,0.45
2006,HAS,Hasbro Inc.,0.45
2006,HBAN,Huntington Bancshares,1.0
2006,HBI,Hanesbrands Inc,0.0
2006,HD,Home Depot,0.675
2006,HES,Hess Corporation,0.6
2006,HFC,HollyFrontier Corp,0.44
2006,HIG,Hartford Financial Svc.Gp.,1.7
2006,HOLX,Hologic,0.0
2006,HON,"Honeywell Int'l Inc.",0.9076
2006,HPQ,HP Inc.,0.32
2006,HRL,Hormel Foods Corp.,0.56
2006,HSIC,Henry Schein,0.0
2006,HST,Host Hotels & Resorts,0.76
2006,HSY,The Hershey Company,1.03
2006,HUM,Humana Inc.,0.0
2006,HWM,Howmet Aerospace,0.6
2006,IBM,International Business Machines,1.1
2006,ICE,Intercontinental Exchange,0.0
2006,IDXX,Idexx Laboratories,0.0
2006,IEX,IDEX Corporation,0.57
2006,IFF,International Flavors & Fragrances,0.0
2006,ILMN,Illumina Inc,0.0
2006,INCY,Incyte,0.0
2006,INTC,Intel Corp.,0.4
2006,INTU,Intuit Inc.,0.0
2006,IP,International Paper,1.0
2006,IPG,Interpublic Group,0.0
2006,IRM,Iron Mountain Incorporated,0.0
2006,ISRG,Intuitive Surgical Inc.,0.0
2006,IT,Gartner Inc,0.0
2006,ITW,Illinois Tool Works,0.915
2006,IVZ,Invesco Ltd.,0.3559
2006,J,Jacobs Engineering Group,0.0
2006,JBHT,J. B. Hunt Transport Services,0.32
2006,JCI,Johnson Controls International,0.4
2006,JKHY,Jack Henry & Associates,0.22
2006,JNJ,Johnson & Johnson,1.455
2006,JNPR,Juniper Networks,0.0
2006,JPM,JPMorgan Chase & Co.,1.36
2006,K,Kellogg Co.,1.137
2006,KEY,KeyCorp,1.38
2006,KIM,Kimco Realty,1.38
2006,KLAC,KLA Corporation,0.48
2006,KMB,Kimberly-Clark,1.96
2006,KMX,Carmax Inc,0.0
2006,KO,Coca-Cola Company,1.24
2006,KR,Kroger Co.,0.195
2006,KSU,Kansas City Southern,0.0
2006,L,Loews Corp.,0.3375
2006,LB,L Brands Inc.,0.6
2006,LDOS,Leidos Holdings,0.0
2006,LEG,Leggett & Platt,0.67
2006,LEN,Lennar Corp.,0.64
2006,LH,Laboratory Corp. of America Holding,0.0
2006,LHX,L3Harris Technologies,0.38
2006,LKQ,LKQ Corporation,0.0
2006,LLY,Lilly (Eli) & Co.,1.6
2006,LMT,Lockheed Martin Corp.,1.25
2006,LNC,Lincoln National,1.52
2006,LNT,Alliant Energy,1.1525
2006,LOW,"Lowe's Cos.",0.22
2006,LRCX,Lam Research,0.0
2006,LUMN,Lumen Technologies,0.25
2006,LUV,Southwest Airlines,0.018
2006,LVS,Las Vegas Sands,0.0
2006,LYV,Live Nation Entertainment,0.0
2006,MA,Mastercard Inc.,0.09
2006,MAA,Mid-America Apartments,2.38
2006,MAR,Marriott International,0.2925
2006,MAS,Masco Corp.,0.86
2006,MCD,"McDonald's Corp.",1.0
2006,MCHP,Microchip Technology,0.89
2006,MCK,McKesson Corp.,0.24
2006,MCO,"Moody's Corp",0.28
2006,MDLZ,Mondelez International,0.96
2006,MDT,Medtronic plc,0.4126
2006,MET,MetLife Inc.,0.59
2006,MGM,MGM Resorts International,0.0
2006,MHK,Mohawk Industries,0.0
2006,MKC,McCormick & Co.,0.74
2006,MKTX,MarketAxess,0.0
2006,MLM,Martin Marietta Materials,1.01
2006,MMC,Marsh & McLennan,0.68
2006,MMM,3M Company,1.84
2006,MNST,Monster Beverage,0.0
2006,MO,Altria Group Inc,3.32
2006,MOS,The Mosaic Company,0.0
2006,MPWR,Monolithic Power Systems,0.0
2006,MRK,Merck & Co.,1.52
2006,MRO,Marathon Oil Corp.,1.53
2006,MS,Morgan Stanley,1.08
2006,MSFT,Microsoft Corp.,0.37
2006,MSI,Motorola Solutions Inc.,0.19
2006,MTB,M&T Bank,2.25
2006,MTD,Mettler Toledo,0.0
2006,MU,Micron Technology,0.0
2006,MXIM,Maxim Integrated Products,0.562
2006,NDAQ,"Nasdaq, Inc.",0.0
2006,NEE,NextEra Energy,1.5
2006,NEM,Newmont Corporation,0.4
2006,NFLX,Netflix Inc.,0.0
2006,NI,NiSource Inc.,0.92
2006,NKE,"Nike, Inc.",1.3
2006,NLOK,NortonLifeLock,0.0
2006,NOC,Northrop Grumman,1.16
2006,NOV,NOV Inc.,0.0
2006,NRG,NRG Energy,0.0
2006,NSC,Norfolk Southern Corp.,0.68
2006,NTAP,NetApp,0.0
2006,NTRS,Northern Trust Corp.,0.94
2006,NUE,Nucor Corp.,2.5
2006,NVDA,Nvidia Corporation,0.0
2006,NVR,"NVR, Inc.",0.0
2006,NWL,Newell Brands,0.84
2006,O,Realty Income Corporation,1.4478
2006,ODFL,Old Dominion Freight Line,0.0
2006,OKE,Oneok,1.22
2006,OMC,Omnicom Group,1.0
2006,ORCL,Oracle Corp.,0.0
2006,ORLY,"O'Reilly Automotive",0.0
2006,OXY,Occidental Petroleum,1.16
2006,PAYX,Paychex Inc.,0.69
2006,PBCT,"People's United Financial",0.97
2006,PCAR,Paccar,2.95
2006,PEAK,Healthpeak Properties,1.7
2006,PEG,Public Service Enterprise Group (PSEG),2.28
2006,PEP,PepsiCo Inc.,1.16
2006,PFE,Pfizer Inc.,0.96
2006,PFG,Principal Financial Group,0.8
2006,PG,Procter & Gamble,1.21
2006,PGR,Progressive Corp.,0.0551
2006,PH,Parker-Hannifin,0.98
2006,PHM,PulteGroup,0.16
2006,PKG,Packaging Corporation of America,1.0
2006,PKI,PerkinElmer,0.28
2006,PLD,Prologis,1.84
2006,PNC,PNC Financial Services,2.15
2006,PNR,Pentair plc,0.56
2006,PNW,Pinnacle West Capital,2.025
2006,POOL,Pool Corporation,0.405
2006,PPG,PPG Industries,1.91
2006,PPL,PPL Corp.,1.1
2006,PRGO,Perrigo,0.1725
2006,PRU,Prudential Financial,0.95
2006,PSA,Public Storage,2.0
2006,PVH,PVH Corp.,0.15
2006,PWR,Quanta Services Inc.,0.0
2006,PXD,Pioneer Natural Resources,0.25
2006,QCOM,Qualcomm,0.45
2006,RCL,Royal Caribbean Group,0.6
2006,RE,Everest Re Group Ltd.,0.6
2006,REG,Regency Centers Corporation,2.38
2006,REGN,Regeneron Pharmaceuticals,0.0
2006,RF,Regions Financial Corp.,1.76
2006,RHI,Robert Half International,0.32
2006,RJF,Raymond James Financial,0.34
2006,RL,Ralph Lauren Corporation,0.2
2006,RMD,ResMed,0.0
2006,ROK,Rockwell Automation Inc.,0.965
2006,ROL,"Rollins, Inc.",0.2475
2006,ROP,Roper Technologies,0.2348
2006,ROST,Ross Stores,0.24
2006,RSG,Republic Services Inc,0.6
2006,RTX,Raytheon Technologies,1.015
2006,SBAC,SBA Communications,0.0
2006,SBUX,Starbucks Corp.,0.0
2006,SCHW,Charles Schwab Corporation,0.135
2006,SEE,Sealed Air,0.6
2006,SHW,Sherwin-Williams,1.0
2006,SIVB,SVB Financial,0.0
2006,SJM,JM Smucker,1.11
2006,SLB,Schlumberger Ltd.,0.625
2006,SLG,SL Green Realty,2.5
2006,SNA,Snap-on,1.08
2006,SNPS,Synopsys Inc.,0.0
2006,SO,Southern Company,1.535
2006,SPG,Simon Property Group Inc,3.04
2006,SPGI,S&P Global Inc.,0.5445
2006,SRE,Sempra Energy,1.2
2006,STE,Steris,0.17
2006,STT,State Street Corp.,0.8
2006,STX,Seagate Technology,0.34
2006,STZ,Constellation Brands,0.0
2006,SWK,Stanley Black & Decker,1.18
2006,SWKS,Skyworks Solutions,0.0
2006,SYK,Stryker Corp.,0.22
2006,SYY,Sysco Corp.,0.68
2006,T,AT&T Inc.,1.33
2006,TAP,Molson Coors Beverage Company,1.28
2006,TDG,TransDigm Group,0.0
2006,TDY,Teledyne Technologies,0.0
2006,TER,Teradyne,0.0
2006,TFC,Truist Financial,1.6
2006,TFX,Teleflex,1.105
2006,TGT,Target Corp.,0.44
2006,TJX,TJX Companies Inc.,0.27
2006,TMO,Thermo Fisher Scientific,0.0
2006,TPR,"Tapestry, Inc.",0.0
2006,TRMB,Trimble Inc.,0.0
2006,TROW,T. Rowe Price Group,0.73
2006,TRV,The Travelers Companies,1.01
2006,TSCO,Tractor Supply Company,0.0
2006,TSN,Tyson Foods,0.16
2006,TT,Trane Technologies plc,0.68
2006,TTWO,Take-Two Interactive,0.0
2006,TXN,Texas Instruments,0.13
2006,TXT,Textron Inc.,1.55
2006,TYL,Tyler Technologies,0.0
2006,UAA,Under Armour (Class A),0.0
2006,UAL,United Airlines Holdings,0.0
2006,UDR,"UDR, Inc.",1.2375
2006,UHS,Universal Health Services,0.32
2006,UNH,UnitedHealth Group Inc.,0.03
2006,UNM,Unum Group,0.3
2006,UNP,Union Pacific Corp,1.2
2006,UPS,United Parcel Service,1.52
2006,URI,"United Rentals, Inc.",0.0
2006,USB,U.S. Bancorp,1.39
2006,VAR,Varian Medical Systems,0.0
2006,VFC,VF Corporation,1.94
2006,VIAC,ViacomCBS,0.58
2006,VLO,Valero Energy,0.3
2006,VMC,Vulcan Materials,1.48
2006,VNO,Vornado Realty Trust,3.5753
2006,VRSN,Verisign Inc.,0.0
2006,VRTX,Vertex Pharmaceuticals Inc,0.0
2006,VTR,Ventas Inc,1.58
2006,VZ,Verizon Communications,2.9225
2006,WAB,Westinghouse Air Brake Technologies Corp,0.04
2006,WAT,Waters Corporation,0.0
2006,WBA,Walgreens Boots Alliance,0.285
2006,WDC,Western Digital,0.0
2006,WEC,WEC Energy Group,0.92
2006,WELL,Welltower Inc.,2.2609
2006,WFC,Wells Fargo,1.88
2006,WHR,Whirlpool Corp.,1.72
2006,WM,Waste Management Inc.,2.44
2006,WMB,Williams Companies,0.345
2006,WMT,Walmart,0.67
2006,WRB,W. R. Berkley Corporation,0.18
2006,WST,West Pharmaceutical Services,0.49
2006,WU,Western Union Co,0.01
2006,WY,Weyerhaeuser,2.2
2006,WYNN,Wynn Resorts Ltd,6.0
2006,XEL,Xcel Energy Inc,0.8825
2006,XLNX,Xilinx,0.34
2006,XOM,Exxon Mobil Corp.,1.28
2006,XRAY,Dentsply Sirona,0.215
2006,XRX,Xerox,0.0
2006,YUM,Yum! Brands Inc,0.53
2006,ZBH,Zimmer Biomet,0.0
2006,ZBRA,Zebra Technologies,0.0
2006,ZION,Zions Bancorp,1.47
2007,A,Agilent Technologies,0.0
2007,AAL,American Airlines Group,0.0
2007,AAP,Advance Auto Parts,0.24
2007,AAPL,Apple Inc.,0.0
2007,ABC,AmerisourceBergen,1.622
2007,ABMD,Abiomed,0.0
2007,ABT,Abbott Laboratories,1.27
2007,ACN,Accenture,0.42
2007,ADBE,Adobe Inc.,0.0
2007,ADI,"Analog Devices, Inc.",0.72
2007,ADM,Archer-Daniels-Midland Co,0.46
2007,ADP,Automatic Data Processing,6.0692
2007,ADSK,Autodesk Inc.,0.0
2007,AEE,Ameren Corp,2.54
2007,AEP,American Electric Power,1.58
2007,AES,AES Corp,0.0
2007,AFL,Aflac,0.8
2007,AIG,American International Group,0.73
2007,AIZ,Assurant,0.46
2007,AJG,Arthur J. Gallagher & Co.,1.24
2007,AKAM,Akamai Technologies,0.0
2007,ALB,Albemarle Corporation,0.42
2007,ALGN,Align Technology,0.0
2007,ALK,Alaska Air Group,0.0
2007,ALL,Allstate Corp,1.52
2007,ALXN,Alexion Pharmaceuticals,0.0
2007,AMAT,Applied Materials Inc.,0.23
2007,AMD,Advanced Micro Devices,0.0
2007,AME,Ametek,0.24
2007,AMGN,Amgen Inc.,0.0
2007,AMP,Ameriprise Financial,0.56
2007,AMT,American Tower Corp.,0.0
2007,AMZN,Amazon.com Inc.,0.0
2007,ANSS,"ANSYS, Inc.",0.0
2007,ANTM,Anthem,0.0
2007,AON,Aon plc,0.6
2007,AOS,A.O. Smith Corp,0.7
2007,APA,Apache Corporation,0.6
2007,APD,Air Products & Chemicals,1.52
2007,APH,Amphenol Corp,0.075
2007,ARE,Alexandria Real Estate Equities,3.04
2007,ATO,Atmos Energy,1.285
2007,ATVI,Activision Blizzard,0.0
2007,AVB,AvalonBay Communities,3.4
2007,AVY,Avery Dennison Corp,1.61
2007,AXP,American Express,0.6
2007,AZO,AutoZone Inc,0.0
2007,BA,Boeing Company,1.4
2007,BAC,Bank of America Corp,2.4
2007,BAX,Baxter International Inc.,0.72
2007,BBY,Best Buy Co. Inc.,0.33
2007,BDX,Becton Dickinson,1.02
2007,BEN,Franklin Resources,0.65
2007,BF-B,Brown-Forman Corp.,2.9075
2007,BIIB,Biogen Inc.,0.0
2007,BIO,Bio-Rad Laboratories,0.0
2007,BK,The Bank of New York Mellon,0.92
2007,BKNG,Booking Holdings Inc,0.0
2007,BLK,BlackRock,2.68
2007,BLL,Ball Corp,0.4
2007,BMY,Bristol-Myers Squibb,1.12
2007,BR,Broadridge Financial Solutions,0.18
2007,BRK.B,Berkshire Hathaway,0.0
2007,BSX,Boston Scientific,0.0
2007,BWA,BorgWarner,0.68
2007,BXP,Boston Properties,8.7
2007,C,Citigroup Inc.,2.16
2007,CAG,Conagra Brands,0.73
2007,CAH,Cardinal Health Inc.,0.45
2007,CAT,Caterpillar Inc.,1.32
2007,CB,Chubb Limited,2.22
2007,CBRE,CBRE Group,0.0
2007,CCI,Crown Castle,0.0
2007,CCL,Carnival Corp.,1.375
2007,CDNS,Cadence Design Systems,0.0
2007,CE,Celanese,0.16
2007,CERN,Cerner,0.0
2007,CF,CF Industries Holdings Inc,0.08
2007,CHD,Church & Dwight,0.3
2007,CHRW,C. H. Robinson Worldwide,0.76
2007,CI,Cigna,0.055
2007,CINF,Cincinnati Financial,1.42
2007,CL,Colgate-Palmolive,1.4
2007,CLX,The Clorox Company,1.42
2007,CMA,Comerica Inc.,2.56
2007,CMCSA,Comcast Corp.,0.0
2007,CME,CME Group Inc.,3.44
2007,CMG,Chipotle Mexican Grill,0.0
2007,CMI,Cummins Inc.,1.04
2007,CMS,CMS Energy,0.2
2007,CNC,Centene Corporation,0.0
2007,CNP,CenterPoint Energy,0.68
2007,COF,Capital One Financial,0.1068
2007,COG,Cabot Oil & Gas,0.13
2007,COO,The Cooper Companies,0.06
2007,COP,ConocoPhillips,1.64
2007,COST,Costco Wholesale Corp.,0.565
2007,CPB,Campbell Soup,0.84
2007,CPRT,Copart Inc,0.0
2007,CRM,Salesforce.com,0.0
2007,CSCO,Cisco Systems,0.0
2007,CSX,CSX Corp.,0.54
2007,CTAS,Cintas Corporation,0.39
2007,CTSH,Cognizant Technology Solutions,0.0
2007,CTXS,Citrix Systems,0.0
2007,CVS,CVS Health,0.2288
2007,CVX,Chevron Corp.,2.26
2007,D,Dominion Energy,2.525
2007,DAL,Delta Air Lines Inc.,0.0
2007,DD,DuPont de Nemours Inc,1.52
2007,DE,Deere & Co.,1.63
2007,DFS,Discover Financial Services,0.12
2007,DGX,Quest Diagnostics,0.4
2007,DHI,D. R. Horton,0.6
2007,DHR,Danaher Corp.,0.11
2007,DIS,The Walt Disney Company,0.35
2007,DISCA,"Discovery, Inc. (Series A)",0.0
2007,DISH,Dish Network,0.0
2007,DLR,Digital Realty Trust Inc,1.1689
2007,DLTR,Dollar Tree,0.0
2007,DOV,Dover Corporation,0.77
2007,DPZ,"Domino's Pizza",13.5
2007,DRE,Duke Realty Corp,1.91
2007,DRI,Darden Restaurants,0.59
2007,DTE,DTE Energy Co.,2.12
2007,DUK,Duke Energy,14.736
2007,DVA,DaVita Inc.,0.0
2007,DVN,Devon Energy,0.56
2007,DXCM,DexCom,0.0
2007,EA,Electronic Arts,0.0
2007,EBAY,eBay Inc.,0.0
2007,ECL,Ecolab Inc.,0.475
2007,ED,Consolidated Edison,2.32
2007,EFX,Equifax Inc.,0.16
2007,EIX,"Edison Int'l",1.175
2007,EL,Estée Lauder Companies,0.55
2007,EMN,Eastman Chemical,1.76
2007,EMR,Emerson Electric Company,1.0875
2007,EOG,EOG Resources,0.33
2007,EQIX,Equinix,0.0
2007,EQR,Equity Residential,1.87
2007,ES,Eversource Energy,0.775
2007,ESS,"Essex Property Trust, Inc.",3.72
2007,ETN,Eaton Corporation,1.72
2007,ETR,Entergy Corp.,2.58
2007,EW,Edwards Lifesciences,0.0
2007,EXC,Exelon Corp.,1.76
2007,EXPD,Expeditors,0.28
2007,EXPE,Expedia Group,0.0
2007,EXR,Extra Space Storage,0.9325
2007,F,Ford Motor Company,0.0
2007,FAST,Fastenal Co,0.44
2007,FCX,Freeport-McMoRan Inc.,1.25
2007,FDX,FedEx Corporation,0.39
2007,FE,FirstEnergy Corp,2.0
2007,FFIV,F5 Networks,0.0
2007,FIS,Fidelity National Information Services,0.2
2007,FISV,Fiserv Inc,0.0
2007,FITB,Fifth Third Bancorp,1.7
2007,FLIR,FLIR Systems,0.0
2007,FLS,Flowserve Corporation,0.6
2007,FMC,FMC Corporation,0.6
2007,FRT,Federal Realty Investment Trust,2.37
2007,GD,General Dynamics,1.1
2007,GE,General Electric,1.15
2007,GILD,Gilead Sciences,0.0
2007,GIS,General Mills,1.52
2007,GL,Globe Life Inc.,0.52
2007,GLW,Corning Inc.,0.1
2007,GOOGL,Alphabet Inc. (Class A),0.0
2007,GPC,Genuine Parts,1.46
2007,GPN,Global Payments Inc.,0.08
2007,GPS,Gap Inc.,0.24
2007,GRMN,Garmin Ltd.,0.75
2007,GS,Goldman Sachs Group,1.4
2007,GWW,Grainger (W.W.) Inc.,1.34
2007,HAL,Halliburton Co.,0.345
2007,HAS,Hasbro Inc.,0.6
2007,HBAN,Huntington Bancshares,1.06
2007,HBI,Hanesbrands Inc,0.0
2007,HD,Home Depot,0.9
2007,HES,Hess Corporation,0.4
2007,HFC,HollyFrontier Corp,0.46
2007,HIG,Hartford Financial Svc.Gp.,2.03
2007,HOLX,Hologic,0.0
2007,HON,"Honeywell Int'l Inc.",1.0
2007,HPQ,HP Inc.,0.32
2007,HRL,Hormel Foods Corp.,0.6
2007,HSIC,Henry Schein,0.0
2007,HST,Host Hotels & Resorts,0.8
2007,HSY,The Hershey Company,1.135
2007,HUM,Humana Inc.,0.0
2007,HWM,Howmet Aerospace,0.68
2007,IBM,International Business Machines,1.5
2007,ICE,Intercontinental Exchange,0.0
2007,IDXX,Idexx Laboratories,0.0
2007,IEX,IDEX Corporation,0.69
2007,IFF,International Flavors & Fragrances,0.0
2007,ILMN,Illumina Inc,0.0
2007,INCY,Incyte,0.0
2007,INTC,Intel Corp.,0.45
2007,INTU,Intuit Inc.,0.0
2007,IP,International Paper,1.0
2007,IPG,Interpublic Group,0.0
2007,IPGP,IPG Photonics Corp.,0.0
2007,IRM,Iron Mountain Incorporated,0.0
2007,ISRG,Intuitive Surgical Inc.,0.0
2007,IT,Gartner Inc,0.0
2007,ITW,Illinois Tool Works,0.98
2007,IVZ,Invesco Ltd.,0.372
2007,J,Jacobs Engineering Group,0.0
2007,JBHT,J. B. Hunt Transport Services,0.36
2007,JCI,Johnson Controls International,89.03
2007,JKHY,Jack Henry & Associates,0.26
